"address	categories/0	categories/1	categories/2	categories/3	categoryName	cid	city	countryCode	isAdvertisement	locatedIn	location/lat	location/lng	menu	neighborhood	permanentlyClosed	phone	placeId	plusCode	postalCode	price	rank	reviewsCount	reviewsDistribution/fiveStar	reviewsDistribution/fourStar	reviewsDistribution/oneStar	reviewsDistribution/threeStar	reviewsDistribution/twoStar	scrapedAt	searchPageUrl	searchString	state	street	subTitle	temporarilyClosed	title	totalScore	url	website	""address,""""categories/0"""",""""categories/1"""",""""categories/2"""",""""categories/3"""",""""categoryName"""",""""cid"""",""""city"""",""""countryCode"""",""""isAdvertisement"""",""""locatedIn"""",""""location/lat"""",""""location/lng"""",""""menu"""",""""neighborhood"""",""""permanentlyClosed"""",""""phone"""",""""placeId"""",""""plusCode"""",""""postalCode"""",""""price"""",""""rank"""",""""reviewsCount"""",""""reviewsDistribution/fiveStar"""",""""reviewsDistribution/fourStar"""",""""reviewsDistribution/oneStar"""",""""reviewsDistribution/threeStar"""",""""reviewsDistribution/twoStar"""",""""scrapedAt"""",""""searchPageUrl"""",""""searchString"""",""""state"""",""""street"""",""""subTitle"""",""""temporarilyClosed"""",""""title"""",""""totalScore"""",""""url"""",""""website"""""""
"4R82+V6W, Boulevard Turistichka, Ohrid, North Macedonia             4R82+V6W, Булевар Туристичка, Охрид	Currency exchange service				Currency exchange service	1,04308E+19	Ohrid	MK	FALSE		411.172.428	208.005.792		4R82+V6W, Boulevard Turistichka	FALSE		ChIJzal3UXPdUBMRdqp_L6SLwZA				11	0	0	0	0	0	0	2022-11-10T08:34:42.917Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		4R82+V6W, Boulevard Turistichka		FALSE	Crypto Capital Exchange - KosIva		https://www.google.com/maps/place/Crypto+Capital+Exchange+-+KosIva/@41.1172428,20.8005792,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd735177a9cd:0x90c18ba42f7faa76!8m2!3d41.1172468!4d20.8005821?hl=en		""4R82+V6W, Boulevard Turistichka, Ohrid, North Macedonia             4R82+V6W, Булевар Туристичка, Охрид,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""10430771749254572662"""",""""Ohrid"""",""""MK"""",""""false"""",,""""41.1172428"""",""""20.8005792"""",,""""4R82+V6W, Boulevard Turistichka"""",""""false"""",,""""ChIJzal3UXPdUBMRdqp_L6SLwZA"""",,,,""""11"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:34:42.917Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""4R82+V6W, Boulevard Turistichka"""",,""""false"""",""""Crypto Capital Exchange - KosIva"""",,""""https://www.google.com/maps/place/Crypto+Capital+Exchange+-+KosIva/@41.1172428,20.8005792,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd735177a9cd:0x90c18ba42f7faa76!8m2!3d41.1172468!4d20.8005821?hl=en"""","""
"Јосиф Јосифовски бр. 66, Resen 6310, North Macedonia	Currency exchange service				Currency exchange service	1,75096E+19	Resen	MK	FALSE		410.908.249	210.132.529		Јосиф Јосифовски бр. 66	FALSE	+389 78 381 052	ChIJraFrcH7TUBMRzbDp6jJ8_vI	32R7+88 Resen, North Macedonia	6310		12	3	2	0	1	0	0	2022-11-10T08:34:43.921Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		Јосиф Јосифовски бр. 66		FALSE	Exchange office '' Монета ''	03.јул	https://www.google.com/maps/place/Exchange+office+''+%D0%9C%D0%BE%D0%BD%D0%B5%D1%82%D0%B0+''/@41.0908249,21.0132529,17z/data=!3m1!4b1!4m5!3m4!1s0x1350d37e706ba1ad:0xf2fe7c32eae9b0cd!8m2!3d41.0908249!4d21.0132529?hl=en		""Јосиф Јосифовски бр. 66, Resen 6310, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""17509568959394459853"""",""""Resen"""",""""MK"""",""""false"""",,""""41.0908249"""",""""21.0132529"""",,""""Јосиф Јосифовски бр. 66"""",""""false"""",""""+389 78 381 052"""",""""ChIJraFrcH7TUBMRzbDp6jJ8_vI"""",""""32R7+88 Resen, North Macedonia"""",""""6310"""",,""""12"""",""""3"""",""""2"""",""""0"""",""""1"""",""""0"""",""""0"""",""""2022-11-10T08:34:43.921Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""Јосиф Јосифовски бр. 66"""",,""""false"""",""""Exchange office '' Монета ''"""",""""3.7"""",""""https://www.google.com/maps/place/Exchange+office+''+%D0%9C%D0%BE%D0%BD%D0%B5%D1%82%D0%B0+''/@41.0908249,21.0132529,17z/data=!3m1!4b1!4m5!3m4!1s0x1350d37e706ba1ad:0xf2fe7c32eae9b0cd!8m2!3d41.0908249!4d21.0132529?hl=en"""","""
"Petar Caulev 17, Ohrid 6000, North Macedonia	Currency exchange service				Currency exchange service	1,64308E+19	Ohrid	MK	FALSE		411.133.251	207.994.466		Petar Caulev 17	FALSE		ChIJ0RGOdEbdUBMRMWaP51cNBuQ	4Q7X+8Q Ohrid, North Macedonia	6000		9	0	0	0	0	0	0	2022-11-10T08:34:49.012Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		Petar Caulev 17		FALSE	Bozilak Menuvacnica		https://www.google.com/maps/place/Bozilak+Menuvacnica/@41.1133251,20.7994466,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd46748e11d1:0xe4060d57e78f6631!8m2!3d41.1133251!4d20.7994466?hl=en		""Petar Caulev 17, Ohrid 6000, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""16430834961706083889"""",""""Ohrid"""",""""MK"""",""""false"""",,""""41.1133251"""",""""20.7994466"""",,""""Petar Caulev 17"""",""""false"""",,""""ChIJ0RGOdEbdUBMRMWaP51cNBuQ"""",""""4Q7X+8Q Ohrid, North Macedonia"""",""""6000"""",,""""9"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:34:49.012Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""Petar Caulev 17"""",,""""false"""",""""Bozilak Menuvacnica"""",,""""https://www.google.com/maps/place/Bozilak+Menuvacnica/@41.1133251,20.7994466,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd46748e11d1:0xe4060d57e78f6631!8m2!3d41.1133251!4d20.7994466?hl=en"""","""
"St Clement of Ohrid 49, Ohrid 6000, North Macedonia             Sveti Kliment Ohridski 49, Охрид 6000	Currency exchange service				Currency exchange service	1,78312E+19	Ohrid	MK	FALSE		411.147.131	208.002.894		St Clement of Ohrid 49	FALSE	+389 46 263 267	ChIJARMU66PcUBMRxJPHSzQCdfc	4R72+V4 Ohrid, North Macedonia	6000		8	14	4	0	10	0	0	2022-11-10T08:34:53.473Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		St Clement of Ohrid 49	Менувачница Корзо / MoneyGram	FALSE	Exchange Office Korzo / MoneyGram	02.јан	https://www.google.com/maps/place/Exchange+Office+Korzo+%2F+MoneyGram/@41.1147131,20.8002894,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca3eb141301:0xf77502344bc793c4!8m2!3d41.1147131!4d20.8002894?hl=en		""St Clement of Ohrid 49, Ohrid 6000, North Macedonia             Sveti Kliment Ohridski 49, Охрид 6000,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""17831160723276272580"""",""""Ohrid"""",""""MK"""",""""false"""",,""""41.1147131"""",""""20.8002894"""",,""""St Clement of Ohrid 49"""",""""false"""",""""+389 46 263 267"""",""""ChIJARMU66PcUBMRxJPHSzQCdfc"""",""""4R72+V4 Ohrid, North Macedonia"""",""""6000"""",,""""8"""",""""14"""",""""4"""",""""0"""",""""10"""",""""0"""",""""0"""",""""2022-11-10T08:34:53.473Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""St Clement of Ohrid 49"""",""""Менувачница Корзо / MoneyGram"""",""""false"""",""""Exchange Office Korzo / MoneyGram"""",""""2.1"""",""""https://www.google.com/maps/place/Exchange+Office+Korzo+%2F+MoneyGram/@41.1147131,20.8002894,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca3eb141301:0xf77502344bc793c4!8m2!3d41.1147131!4d20.8002894?hl=en"""","""
"Sv kliment ohridski br 1, Ohrid 6000, North Macedonia	Currency exchange service				Currency exchange service	8,37033E+18	Ohrid	MK	FALSE	Complex Letnitsa	411.134.154	207.997.019		Sv kliment ohridski br 1	FALSE	+389 78 221 887	ChIJi7hGcaTcUBMRpf8--OViKXQ	4Q7X+9V Ohrid, North Macedonia	6000		7	12	7	1	3	1	0	2022-11-10T08:34:56.368Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		Sv kliment ohridski br 1	Менувачница Божилак	FALSE	Exchange Office Rainbow	03.авг	https://www.google.com/maps/place/Exchange+Office+Rainbow/@41.1134154,20.7997019,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca47146b88b:0x742962e5f83effa5!8m2!3d41.1134154!4d20.7997019?hl=en	https://currency-exchange-service-86.business.site/	""Sv kliment ohridski br 1, Ohrid 6000, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""8370330122296688549"""",""""Ohrid"""",""""MK"""",""""false"""",""""Complex Letnitsa"""",""""41.1134154"""",""""20.7997019"""",,""""Sv kliment ohridski br 1"""",""""false"""",""""+389 78 221 887"""",""""ChIJi7hGcaTcUBMRpf8--OViKXQ"""",""""4Q7X+9V Ohrid, North Macedonia"""",""""6000"""",,""""7"""",""""12"""",""""7"""",""""1"""",""""3"""",""""1"""",""""0"""",""""2022-11-10T08:34:56.368Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""Sv kliment ohridski br 1"""",""""Менувачница Божилак"""",""""false"""",""""Exchange Office Rainbow"""",""""3.8"""",""""https://www.google.com/maps/place/Exchange+Office+Rainbow/@41.1134154,20.7997019,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca47146b88b:0x742962e5f83effa5!8m2!3d41.1134154!4d20.7997019?hl=en"""",""""https://currency-exchange-service-86.business.site/"""""""
"Podmolje MK, Struga 6330, North Macedonia	Currency exchange service				Currency exchange service	1,48863E+19	Struga	MK	FALSE		411.669.776	20.734.085		Podmolje MK	FALSE	+389 71 233 217	ChIJR-hIGardUBMRzW5jPMTPls4	5P8M+QJ Struga, North Macedonia	6330		6	4	4	0	0	0	0	2022-11-10T08:35:03.418Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		Podmolje MK		FALSE	Western Union Besjani	5	https://www.google.com/maps/place/Western+Union+Besjani/@41.1669776,20.734085,17z/data=!3m1!4b1!4m5!3m4!1s0x1350ddaa1948e847:0xce96cfc43c636ecd!8m2!3d41.1669776!4d20.734085?hl=en	http://www.besjani.com/	""Podmolje MK, Struga 6330, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""14886314060053442253"""",""""Struga"""",""""MK"""",""""false"""",,""""41.1669776"""",""""20.734085"""",,""""Podmolje MK"""",""""false"""",""""+389 71 233 217"""",""""ChIJR-hIGardUBMRzW5jPMTPls4"""",""""5P8M+QJ Struga, North Macedonia"""",""""6330"""",,""""6"""",""""4"""",""""4"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:35:03.418Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""Podmolje MK"""",,""""false"""",""""Western Union Besjani"""",""""5"""",""""https://www.google.com/maps/place/Western+Union+Besjani/@41.1669776,20.734085,17z/data=!3m1!4b1!4m5!3m4!1s0x1350ddaa1948e847:0xce96cfc43c636ecd!8m2!3d41.1669776!4d20.734085?hl=en"""",""""http://www.besjani.com/"""""""
"4Q8X+JVM, Oh?r 6000, North Macedonia	Currency exchange service				Currency exchange service	1,41265E+18	Охрид	MK	FALSE		411.165.807	207.996.836		4Q8X+JVM	FALSE	+389 70 743 589	ChIJg4yRuUDdUBMR4K_pPTLAmhM		6000		5	0	0	0	0	0	0	2022-11-10T08:35:10.044Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		4Q8X+JVM		FALSE	AFKO		https://www.google.com/maps/place/AFKO/@41.1165807,20.7996836,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd40b9918c83:0x139ac0323de9afe0!8m2!3d41.1165807!4d20.7996836?hl=en		""4Q8X+JVM, Oh?r 6000, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""1412652755153694688"""",""""Охрид"""",""""MK"""",""""false"""",,""""41.1165807"""",""""20.7996836"""",,""""4Q8X+JVM"""",""""false"""",""""+389 70 743 589"""",""""ChIJg4yRuUDdUBMR4K_pPTLAmhM"""",,""""6000"""",,""""5"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:35:10.044Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""4Q8X+JVM"""",,""""false"""",""""AFKO"""",,""""https://www.google.com/maps/place/AFKO/@41.1165807,20.7996836,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dd40b9918c83:0x139ac0323de9afe0!8m2!3d41.1165807!4d20.7996836?hl=en"""","""
"Димитар Влахов 46, Ohrid 6000, North Macedonia	Currency exchange service				Currency exchange service	9,21685E+18	Ohrid	MK	FALSE		411.139.622	208.022.824		Димитар Влахов 46	FALSE	+389 46 511 162	ChIJsXSZWqHcUBMRFiyTA4DS6H8	4R72+HW Ohrid, North Macedonia	6000		4	8	8	0	0	0	0	2022-11-10T08:35:17.587Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		Димитар Влахов 46		FALSE	Exchange Office London AS M	5	https://www.google.com/maps/place/Exchange+Office+London+AS+M/@41.1139622,20.8022824,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca15a9974b1:0x7fe8d28003932c16!8m2!3d41.1139622!4d20.8022824?hl=en		""Димитар Влахов 46, Ohrid 6000, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""9216848084671343638"""",""""Ohrid"""",""""MK"""",""""false"""",,""""41.1139622"""",""""20.8022824"""",,""""Димитар Влахов 46"""",""""false"""",""""+389 46 511 162"""",""""ChIJsXSZWqHcUBMRFiyTA4DS6H8"""",""""4R72+HW Ohrid, North Macedonia"""",""""6000"""",,""""4"""",""""8"""",""""8"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:35:17.587Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""Димитар Влахов 46"""",,""""false"""",""""Exchange Office London AS M"""",""""5"""",""""https://www.google.com/maps/place/Exchange+Office+London+AS+M/@41.1139622,20.8022824,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca15a9974b1:0x7fe8d28003932c16!8m2!3d41.1139622!4d20.8022824?hl=en"""","""
"ul.marshal tito b44 Struga MK, 6330, North Macedonia	Currency exchange service				Currency exchange service	4,69541E+18	Struga	MK	FALSE		411.776.708	206.763.272		ul.marshal tito b44 Struga MK	FALSE	+389 46 505 574	ChIJf_oTaBnnUBMRVGSuv5dwKUE	5MHG+3G Struga, North Macedonia	6330		2	19	17	0	2	0	0	2022-11-10T08:35:25.885Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		ul.marshal tito b44 Struga MK		FALSE	""Kembimore/Menuvacnica/Exchange office & Moneygram """"EURO-SA""""""	04.јун	https://www.google.com/maps/place/Kembimore%2FMenuvacnica%2FExchange+office+%26+Moneygram+%22EURO-SA%22/@41.1776708,20.6763272,17z/data=!3m1!4b1!4m5!3m4!1s0x1350e7196813fa7f:0x41297097bfae6454!8m2!3d41.1776708!4d20.6763272?hl=en	http://euro-sa-offices.business.site/	""ul.marshal tito b44 Struga MK, 6330, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""4695407883568702548"""",""""Struga"""",""""MK"""",""""false"""",,""""41.1776708"""",""""20.6763272"""",,""""ul.marshal tito b44 Struga MK"""",""""false"""",""""+389 46 505 574"""",""""ChIJf_oTaBnnUBMRVGSuv5dwKUE"""",""""5MHG+3G Struga, North Macedonia"""",""""6330"""",,""""2"""",""""19"""",""""17"""",""""0"""",""""2"""",""""0"""",""""0"""",""""2022-11-10T08:35:25.885Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""ul.marshal tito b44 Struga MK"""",,""""false"""",""""Kembimore/Menuvacnica/Exchange office & Moneygram """"""""EURO-SA"""""""""""",""""4.6"""",""""https://www.google.com/maps/place/Kembimore%2FMenuvacnica%2FExchange+office+%26+Moneygram+%22EURO-SA%22/@41.1776708,20.6763272,17z/data=!3m1!4b1!4m5!3m4!1s0x1350e7196813fa7f:0x41297097bfae6454!8m2!3d41.1776708!4d20.6763272?hl=en"""",""""http://euro-sa-offices.business.site/"""""""
"5MHG+3G8, Marshal Tito, Struga 6330, North Macedonia             5MHG+3G8, Маршал Тито, Струга 6330	Currency exchange service				Currency exchange service	1,01359E+19	Struga	MK	FALSE		411.776.736	206.763.366		5MHG+3G8, Marshal Tito	FALSE		ChIJPYOzfZDnUBMRK7_X7MzvqYw		6330		1	0	0	0	0	0	0	2022-11-10T08:35:32.172Z	https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en	exchange		5MHG+3G8, Marshal Tito		FALSE	Crypto Tresor		https://www.google.com/maps/place/Crypto+Tresor/@41.1776736,20.6763366,17z/data=!3m1!4b1!4m5!3m4!1s0x1350e7907db3833d:0x8ca9efccecd7bf2b!8m2!3d41.1776736!4d20.6763366?hl=en		""5MHG+3G8, Marshal Tito, Struga 6330, North Macedonia             5MHG+3G8, Маршал Тито, Струга 6330,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""10135896099799940907"""",""""Struga"""",""""MK"""",""""false"""",,""""41.1776736"""",""""20.6763366"""",,""""5MHG+3G8, Marshal Tito"""",""""false"""",,""""ChIJPYOzfZDnUBMRK7_X7MzvqYw"""",,""""6330"""",,""""1"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:35:32.172Z"""",""""https://www.google.com/maps/search/exchange/@41.3090807,20.5349128,12z?hl=en"""",""""exchange"""",,""""5MHG+3G8, Marshal Tito"""",,""""false"""",""""Crypto Tresor"""",,""""https://www.google.com/maps/place/Crypto+Tresor/@41.1776736,20.6763366,17z/data=!3m1!4b1!4m5!3m4!1s0x1350e7907db3833d:0x8ca9efccecd7bf2b!8m2!3d41.1776736!4d20.6763366?hl=en"""","""
"MK, Ferid Bajram 48, Skopje 1000, North Macedonia             MK, Ферид Бајрам 48, Скопје 1000	Currency exchange service				Currency exchange service	1,92476E+18	Skopje	MK	FALSE		420.212.031	214.495.504		MK, Ferid Bajram 48	FALSE	+389 71 222 167	ChIJM1tCkm4VVBMRsckAn20ctho	2CCX+FR Skopje, North Macedonia	1000		16	1	1	0	0	0	0	2022-11-10T08:36:42.201Z	https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en	exchange		MK, Ferid Bajram 48		FALSE	Menuvachnica SMART Exchange	5	https://www.google.com/maps/place/Menuvachnica+SMART+Exchange/@42.0212031,21.4495504,17z/data=!3m1!4b1!4m5!3m4!1s0x1354156e92425b33:0x1ab61c6d9f00c9b1!8m2!3d42.0212031!4d21.4495504?hl=en	https://www.facebook.com/SMART-Exchange-Menuvachnica-102817075540278/	""MK, Ferid Bajram 48, Skopje 1000, North Macedonia             MK, Ферид Бајрам 48, Скопје 1000,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""1924757147892107697"""",""""Skopje"""",""""MK"""",""""false"""",,""""42.0212031"""",""""21.4495504"""",,""""MK, Ferid Bajram 48"""",""""false"""",""""+389 71 222 167"""",""""ChIJM1tCkm4VVBMRsckAn20ctho"""",""""2CCX+FR Skopje, North Macedonia"""",""""1000"""",,""""16"""",""""1"""",""""1"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:36:42.201Z"""",""""https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en"""",""""exchange"""",,""""MK, Ferid Bajram 48"""",,""""false"""",""""Menuvachnica SMART Exchange"""",""""5"""",""""https://www.google.com/maps/place/Menuvachnica+SMART+Exchange/@42.0212031,21.4495504,17z/data=!3m1!4b1!4m5!3m4!1s0x1354156e92425b33:0x1ab61c6d9f00c9b1!8m2!3d42.0212031!4d21.4495504?hl=en"""",""""https://www.facebook.com/SMART-Exchange-Menuvachnica-102817075540278/"""""""
"2F38+338, Jani Lukrovski, Skopje 1000, North Macedonia             2F38+338, Јани Лукровски, Скопје 1000	Currency exchange service				Currency exchange service	9,33846E+18	Skopje	MK	FALSE		4.200.266	214.652.068		2F38+338, Jani Lukrovski	FALSE		ChIJC1YIC7kVVBMRiDu1HSvcmIE		1000		15	0	0	0	0	0	0	2022-11-10T08:36:43.623Z	https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en	exchange		2F38+338, Jani Lukrovski		FALSE	exchange		https://www.google.com/maps/place/exchange/@42.00266,21.4652068,17z/data=!3m1!4b1!4m5!3m4!1s0x135415b90b08560b:0x8198dc2b1db53b88!8m2!3d42.00266!4d21.4652068?hl=en		""2F38+338, Jani Lukrovski, Skopje 1000, North Macedonia             2F38+338, Јани Лукровски, Скопје 1000,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""9338455905092844424"""",""""Skopje"""",""""MK"""",""""false"""",,""""42.00266"""",""""21.4652068"""",,""""2F38+338, Jani Lukrovski"""",""""false"""",,""""ChIJC1YIC7kVVBMRiDu1HSvcmIE"""",,""""1000"""",,""""15"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:36:43.623Z"""",""""https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en"""",""""exchange"""",,""""2F38+338, Jani Lukrovski"""",,""""false"""",""""exchange"""",,""""https://www.google.com/maps/place/exchange/@42.00266,21.4652068,17z/data=!3m1!4b1!4m5!3m4!1s0x135415b90b08560b:0x8198dc2b1db53b88!8m2!3d42.00266!4d21.4652068?hl=en"""","""
"Skopje 1000, North Macedonia,	Currency exchange service	Hardware store			Currency exchange service	7,28386E+18	Skopje	MK	FALSE		419.970.643	214.037.407		Skopje 1000	FALSE	+389 79 322 873	ChIJe8n0Rz0VVBMR_OZW-PB2FWU	XCW3+RF Skopje, North Macedonia			14	2	2	0	0	0	0	2022-11-10T08:36:45.618Z	https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en	exchange		Skopje 1000		FALSE	Bitcoin Skopje	5	https://www.google.com/maps/place/Bitcoin+Skopje/@41.9970643,21.4037407,17z/data=!3m1!4b1!4m5!3m4!1s0x1354153d47f4c97b:0x651576f0f856e6fc!8m2!3d41.9970643!4d21.4037407?hl=en		""Skopje 1000, North Macedonia,""""Currency exchange service"""",""""Hardware store"""",,,""""Currency exchange service"""",""""7283858749672318716"""",""""Skopje"""",""""MK"""",""""false"""",,""""41.9970643"""",""""21.4037407"""",,""""Skopje 1000"""",""""false"""",""""+389 79 322 873"""",""""ChIJe8n0Rz0VVBMR_OZW-PB2FWU"""",""""XCW3+RF Skopje, North Macedonia"""",,,""""14"""",""""2"""",""""2"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:36:45.618Z"""",""""https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en"""",""""exchange"""",,""""Skopje 1000"""",,""""false"""",""""Bitcoin Skopje"""",""""5"""",""""https://www.google.com/maps/place/Bitcoin+Skopje/@41.9970643,21.4037407,17z/data=!3m1!4b1!4m5!3m4!1s0x1354153d47f4c97b:0x651576f0f856e6fc!8m2!3d41.9970643!4d21.4037407?hl=en"""","""
"Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK, 1010, North Macedonia	Currency exchange service				Currency exchange service	4,34048E+18	Skopje	MK	FALSE		419.997.681	214.373.308		Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK	FALSE	+389 71 411 411	ChIJ-1mKCKEVVBMRq72jg5Z8PDw	XCXP+WW Skopje, North Macedonia	1010		13	6	6	0	0	0	0	2022-11-10T08:36:53.462Z	https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en	exchange		Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK		FALSE	cryptotresor.mk	5	https://www.google.com/maps/place/cryptotresor.mk/@41.9997681,21.4373308,17z/data=!3m1!4b1!4m5!3m4!1s0x135415a1088a59fb:0x3c3c7c9683a3bdab!8m2!3d41.9997689!4d21.4373309?hl=en	http://www.cryptotresor.mk/	""Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK, 1010, North Macedonia,""""Currency exchange service"""",,,,""""Currency exchange service"""",""""4340481126773800363"""",""""Skopje"""",""""MK"""",""""false"""",,""""41.9997681"""",""""21.4373308"""",,""""Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK"""",""""false"""",""""+389 71 411 411"""",""""ChIJ-1mKCKEVVBMRq72jg5Z8PDw"""",""""XCXP+WW Skopje, North Macedonia"""",""""1010"""",,""""13"""",""""6"""",""""6"""",""""0"""",""""0"""",""""0"""",""""0"""",""""2022-11-10T08:36:53.462Z"""",""""https://www.google.com/maps/search/exchange/@41.7153491,21.0720523,12z?hl=en"""",""""exchange"""",,""""Ul. Filip 2 Makedonski br.1 dukan.2 Skopje MK"""",,""""false"""",""""cryptotresor.mk"""",""""5"""",""""https://www.google.com/maps/place/cryptotresor.mk/@41.9997681,21.4373308,17z/data=!3m1!4b1!4m5!3m4!1s0x135415a1088a59fb:0x3c3c7c9683a3bdab!8m2!3d41.9997689!4d21.4373309?hl=en"""",""""http://www.cryptotresor.mk/"""""""
